variableMetadata	accession	description	uniprot_id
P34022_Ran-specific GTPase-acti.	sp|P34022|RANG_MOUSE	Ran-specific GTPase-activating protein  OS=Mus musculus (Mouse) GN=Ranbp1 PE=1 SV=2	P34022
Q9CPW4_Actin-related protein 2/.	sp|Q9CPW4|ARPC5_MOUSE	Actin-related protein 2/3 complex subunit 5  OS=Mus musculus (Mouse) GN=Arpc5 PE=1 SV=3	Q9CPW4
Q80WW9_DDRGK domain-containing .	sp|Q80WW9|DDRGK_MOUSE	DDRGK domain-containing protein 1  OS=Mus musculus (Mouse) GN=Ddrgk1 PE=1 SV=2	Q80WW9
Q64339_Ubiquitin-like protein I.	sp|Q64339|ISG15_MOUSE	Ubiquitin-like protein ISG15  OS=Mus musculus (Mouse) GN=Isg15 PE=1 SV=4	Q64339
Q810J8_Zinc finger FYVE domain-.	sp|Q810J8|ZFYV1_MOUSE	Zinc finger FYVE domain-containing protein 1  OS=Mus musculus (Mouse) GN=Zfyve1 PE=1 SV=2	Q810J8
Q9CPX8_Cytochrome b-c1 complex .	sp|Q9CPX8|QCR10_MOUSE	Cytochrome b-c1 complex subunit 10  OS=Mus musculus (Mouse) GN=Uqcr11 PE=3 SV=1	Q9CPX8
P97427_Dihydropyrimidinase-rela.	sp|P97427|DPYL1_MOUSE	Dihydropyrimidinase-related protein 1  OS=Mus musculus (Mouse) GN=Crmp1 PE=1 SV=1	P97427
P31651_Sodium- and chloride-dep.	sp|P31651|S6A12_MOUSE	Sodium- and chloride-dependent betaine transporter  OS=Mus musculus (Mouse) GN=Slc6a12 PE=2 SV=1	P31651
Q3U7R1_Extended synaptotagmin-1	sp|Q3U7R1|ESYT1_MOUSE	Extended synaptotagmin-1  OS=Mus musculus (Mouse) GN=Esyt1 PE=1 SV=2	Q3U7R1
Q9JMF7_Dolichyldiphosphatase 1	sp|Q9JMF7|DOPP1_MOUSE	Dolichyldiphosphatase 1  OS=Mus musculus (Mouse) GN=Dolpp1 PE=2 SV=1	Q9JMF7
P47915_60S ribosomal protein L29	sp|P47915|RL29_MOUSE	60S ribosomal protein L29  OS=Mus musculus (Mouse) GN=Rpl29 PE=1 SV=2	P47915
Q9CR24_Nucleoside diphosphate-l.	sp|Q9CR24|NUDT8_MOUSE	Nucleoside diphosphate-linked moiety X motif 8  OS=Mus musculus (Mouse) GN=Nudt8 PE=1 SV=1	Q9CR24
P62342_Thioredoxin reductase-li.	sp|P62342|SELT_MOUSE	Thioredoxin reductase-like selenoprotein T  OS=Mus musculus (Mouse) GN=Selenot PE=1 SV=2	P62342
Q6ZQ08_CCR4-NOT transcription c.	sp|Q6ZQ08|CNOT1_MOUSE	CCR4-NOT transcription complex subunit 1  OS=Mus musculus (Mouse) GN=Cnot1 PE=1 SV=2	Q6ZQ08
Q9CRC8_Leucine-rich repeat-cont.	sp|Q9CRC8|LRC40_MOUSE	Leucine-rich repeat-containing protein 40  OS=Mus musculus (Mouse) GN=Lrrc40 PE=1 SV=2	Q9CRC8
Q9CX00_IST1 homolog	sp|Q9CX00|IST1_MOUSE	IST1 homolog  OS=Mus musculus (Mouse) GN=Ist1 PE=1 SV=1	Q9CX00
Q9CZ28_Vacuolar-sorting protein.	sp|Q9CZ28|SNF8_MOUSE	Vacuolar-sorting protein SNF8  OS=Mus musculus (Mouse) GN=Snf8 PE=1 SV=1	Q9CZ28
Q68FF9_3-oxo-5-alpha-steroid 4-.	sp|Q68FF9|S5A1_MOUSE	3-oxo-5-alpha-steroid 4-dehydrogenase 1  OS=Mus musculus (Mouse) GN=Srd5a1 PE=2 SV=2	Q68FF9
Q62417_Sorbin and SH3 domain-co.	sp|Q62417|SRBS1_MOUSE	Sorbin and SH3 domain-containing protein 1  OS=Mus musculus (Mouse) GN=Sorbs1 PE=1 SV=2	Q62417
Q8BWA8_Rho guanine nucleotide e.	sp|Q8BWA8|ARHGJ_MOUSE	Rho guanine nucleotide exchange factor 19  OS=Mus musculus (Mouse) GN=Arhgef19 PE=1 SV=1	Q8BWA8
Q9WTL7_Acyl-protein thioesteras.	sp|Q9WTL7|LYPA2_MOUSE	Acyl-protein thioesterase 2  OS=Mus musculus (Mouse) GN=Lypla2 PE=1 SV=1	Q9WTL7
Q8BYH7_TBC1 domain family membe.	sp|Q8BYH7|TBC17_MOUSE	TBC1 domain family member 17  OS=Mus musculus (Mouse) GN=Tbc1d17 PE=1 SV=2	Q8BYH7
P41241_Tyrosine-protein kinase .	sp|P41241|CSK_MOUSE	Tyrosine-protein kinase CSK  OS=Mus musculus (Mouse) GN=Csk PE=1 SV=2	P41241
Q8BHG2_UPF0587 protein C1orf123.	sp|Q8BHG2|CA123_MOUSE	UPF0587 protein C1orf123 homolog  OS=Mus musculus (Mouse) PE=1 SV=1	Q8BHG2
Q9CQE3_28S ribosomal protein S1.	sp|Q9CQE3|RT17_MOUSE	28S ribosomal protein S17, mitochondrial  OS=Mus musculus (Mouse) GN=Mrps17 PE=1 SV=1	Q9CQE3
P03888_NADH-ubiquinone oxidored.	sp|P03888|NU1M_MOUSE	NADH-ubiquinone oxidoreductase chain 1  OS=Mus musculus (Mouse) GN=Mtnd1 PE=1 SV=3	P03888
P46737_Lys-63-specific deubiqui.	sp|P46737|BRCC3_MOUSE	Lys-63-specific deubiquitinase BRCC36  OS=Mus musculus (Mouse) GN=Brcc3 PE=1 SV=1	P46737
P21440_Phosphatidylcholine tran.	sp|P21440|MDR3_MOUSE	Phosphatidylcholine translocator ABCB4  OS=Mus musculus (Mouse) GN=Abcb4 PE=1 SV=2	P21440
Q9CR64_Protein kish-A	sp|Q9CR64|KISHA_MOUSE	Protein kish-A  OS=Mus musculus (Mouse) GN=Tmem167a PE=1 SV=1	Q9CR64
Q9DBS5_Kinesin light chain 4	sp|Q9DBS5|KLC4_MOUSE	Kinesin light chain 4  OS=Mus musculus (Mouse) GN=Klc4 PE=1 SV=1	Q9DBS5
Q61009_Scavenger receptor class.	sp|Q61009|SCRB1_MOUSE	Scavenger receptor class B member 1  OS=Mus musculus (Mouse) GN=Scarb1 PE=1 SV=1	Q61009
Q9JKX6_ADP-sugar pyrophosphatase	sp|Q9JKX6|NUDT5_MOUSE	ADP-sugar pyrophosphatase  OS=Mus musculus (Mouse) GN=Nudt5 PE=1 SV=1	Q9JKX6
O70493_Sorting nexin-12	sp|O70493|SNX12_MOUSE	Sorting nexin-12  OS=Mus musculus (Mouse) GN=Snx12 PE=1 SV=1	O70493
P40630_Transcription factor A, .	sp|P40630|TFAM_MOUSE	Transcription factor A, mitochondrial  OS=Mus musculus (Mouse) GN=Tfam PE=1 SV=2	P40630
E9Q3C1_C2 domain-containing pro.	sp|E9Q3C1|C2CD2_MOUSE	C2 domain-containing protein 2  OS=Mus musculus (Mouse) GN=C2cd2 PE=1 SV=1	E9Q3C1
P28230_Gap junction beta-1 prot.	sp|P28230|CXB1_MOUSE	Gap junction beta-1 protein  OS=Mus musculus (Mouse) GN=Gjb1 PE=1 SV=3	P28230
P53612_Geranylgeranyl transfera.	sp|P53612|PGTB2_MOUSE	Geranylgeranyl transferase type-2 subunit beta  OS=Mus musculus (Mouse) GN=Rabggtb PE=1 SV=2	P53612
Q8QZY9_Splicing factor 3B subun.	sp|Q8QZY9|SF3B4_MOUSE	Splicing factor 3B subunit 4  OS=Mus musculus (Mouse) GN=Sf3b4 PE=1 SV=1	Q8QZY9
Q60823_RAC-beta serine/threonin.	sp|Q60823|AKT2_MOUSE	RAC-beta serine/threonine-protein kinase  OS=Mus musculus (Mouse) GN=Akt2 PE=1 SV=1	Q60823
Q9CWZ3_RNA-binding protein 8A	sp|Q9CWZ3|RBM8A_MOUSE	RNA-binding protein 8A  OS=Mus musculus (Mouse) GN=Rbm8a PE=1 SV=4	Q9CWZ3
Q99J56_Derlin-1	sp|Q99J56|DERL1_MOUSE	Derlin-1  OS=Mus musculus (Mouse) GN=Derl1 PE=1 SV=1	Q99J56
Q8BK08_Transmembrane protein 11.	sp|Q8BK08|TMM11_MOUSE	Transmembrane protein 11, mitochondrial  OS=Mus musculus (Mouse) GN=Tmem11 PE=1 SV=1	Q8BK08
Q60631_Growth factor receptor-b.	sp|Q60631|GRB2_MOUSE	Growth factor receptor-bound protein 2  OS=Mus musculus (Mouse) GN=Grb2 PE=1 SV=1	Q60631
Q9CQ86_Migration and invasion e.	sp|Q9CQ86|MIEN1_MOUSE	Migration and invasion enhancer 1  OS=Mus musculus (Mouse) GN=Mien1 PE=1 SV=1	Q9CQ86
Q9DB16_Calcium-binding protein .	sp|Q9DB16|CB39L_MOUSE	Calcium-binding protein 39-like  OS=Mus musculus (Mouse) GN=Cab39l PE=1 SV=3	Q9DB16
Q9CQ91_NADH dehydrogenase [ubiq.	sp|Q9CQ91|NDUA3_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3  OS=Mus musculus (Mouse) GN=Ndufa3 PE=1 SV=1	Q9CQ91
Q78XF5_Oligosaccharyltransferas.	sp|Q78XF5|OSTC_MOUSE	Oligosaccharyltransferase complex subunit OSTC  OS=Mus musculus (Mouse) GN=Ostc PE=1 SV=1	Q78XF5
P23249_Putative helicase MOV-10	sp|P23249|MOV10_MOUSE	Putative helicase MOV-10  OS=Mus musculus (Mouse) GN=Mov10 PE=1 SV=2	P23249
P62254_Ubiquitin-conjugating en.	sp|P62254|UB2G1_MOUSE	Ubiquitin-conjugating enzyme E2 G1  OS=Mus musculus (Mouse) GN=Ube2g1 PE=1 SV=3	P62254
O70579_Peroxisomal membrane pro.	sp|O70579|PM34_MOUSE	Peroxisomal membrane protein PMP34  OS=Mus musculus (Mouse) GN=Slc25a17 PE=1 SV=1	O70579
Q9CQ89_Protein CutA	sp|Q9CQ89|CUTA_MOUSE	Protein CutA  OS=Mus musculus (Mouse) GN=Cuta PE=1 SV=3	Q9CQ89
Q9EPU0_Regulator of nonsense tr.	sp|Q9EPU0|RENT1_MOUSE	Regulator of nonsense transcripts 1  OS=Mus musculus (Mouse) GN=Upf1 PE=1 SV=2	Q9EPU0
Q99JB8_Protein kinase C and cas.	sp|Q99JB8|PACN3_MOUSE	Protein kinase C and casein kinase II substrate protein 3  OS=Mus musculus (Mouse) GN=Pacsin3 PE=1 SV=1	Q99JB8
Q9CQ80_Vacuolar protein-sorting.	sp|Q9CQ80|VPS25_MOUSE	Vacuolar protein-sorting-associated protein 25  OS=Mus musculus (Mouse) GN=Vps25 PE=1 SV=1	Q9CQ80
Q9EPE9_Manganese-transporting A.	sp|Q9EPE9|AT131_MOUSE	Manganese-transporting ATPase 13A1  OS=Mus musculus (Mouse) GN=Atp13a1 PE=1 SV=2	Q9EPE9
P57746_V-type proton ATPase sub.	sp|P57746|VATD_MOUSE	V-type proton ATPase subunit D  OS=Mus musculus (Mouse) GN=Atp6v1d PE=1 SV=1	P57746
P62320_Small nuclear ribonucleo.	sp|P62320|SMD3_MOUSE	Small nuclear ribonucleoprotein Sm D3  OS=Mus musculus (Mouse) GN=Snrpd3 PE=1 SV=1	P62320
O88653_Ragulator complex protei.	sp|O88653|LTOR3_MOUSE	Ragulator complex protein LAMTOR3  OS=Mus musculus (Mouse) GN=Lamtor3 PE=1 SV=1	O88653
Q8BVY0_Ribosomal L1 domain-cont.	sp|Q8BVY0|RL1D1_MOUSE	Ribosomal L1 domain-containing protein 1  OS=Mus musculus (Mouse) GN=Rsl1d1 PE=1 SV=1	Q8BVY0
P97431_Interferon regulatory fa.	sp|P97431|IRF6_MOUSE	Interferon regulatory factor 6  OS=Mus musculus (Mouse) GN=Irf6 PE=1 SV=2	P97431
B9EJ86_Oxysterol-binding protei.	sp|B9EJ86|OSBL8_MOUSE	Oxysterol-binding protein-related protein 8  OS=Mus musculus (Mouse) GN=Osbpl8 PE=1 SV=1	B9EJ86
P70290_55 kDa erythrocyte membr.	sp|P70290|EM55_MOUSE	55 kDa erythrocyte membrane protein  OS=Mus musculus (Mouse) GN=Mpp1 PE=1 SV=1	P70290
P28658_Ataxin-10	sp|P28658|ATX10_MOUSE	Ataxin-10  OS=Mus musculus (Mouse) GN=Atxn10 PE=1 SV=2	P28658
Q8VC52_RNA-binding protein with.	sp|Q8VC52|RBPS2_MOUSE	RNA-binding protein with multiple splicing 2  OS=Mus musculus (Mouse) GN=Rbpms2 PE=1 SV=1	Q8VC52
Q8BGR9_Ubiquitin-like domain-co.	sp|Q8BGR9|UBCP1_MOUSE	Ubiquitin-like domain-containing CTD phosphatase 1  OS=Mus musculus (Mouse) GN=Ublcp1 PE=1 SV=1	Q8BGR9
Q9D4H8_Cullin-2	sp|Q9D4H8|CUL2_MOUSE	Cullin-2  OS=Mus musculus (Mouse) GN=Cul2 PE=1 SV=2	Q9D4H8
Q9CR21_Acyl carrier protein, mi.	sp|Q9CR21|ACPM_MOUSE	Acyl carrier protein, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufab1 PE=1 SV=1	Q9CR21
Q60749_KH domain-containing, RN.	sp|Q60749|KHDR1_MOUSE	KH domain-containing, RNA-binding, signal transduction-associated protein 1  OS=Mus musculus (Mouse) GN=Khdrbs1 PE=1 SV=2	Q60749
O54962_Barrier-to-autointegrati.	sp|O54962|BAF_MOUSE	Barrier-to-autointegration factor  OS=Mus musculus (Mouse) GN=Banf1 PE=1 SV=1	O54962
Q99JF8_PC4 and SFRS1-interactin.	sp|Q99JF8|PSIP1_MOUSE	PC4 and SFRS1-interacting protein  OS=Mus musculus (Mouse) GN=Psip1 PE=1 SV=1	Q99JF8
Q3TL44_NLR family member X1	sp|Q3TL44|NLRX1_MOUSE	NLR family member X1  OS=Mus musculus (Mouse) GN=Nlrx1 PE=1 SV=1	Q3TL44
Q99LI2_Chloride channel CLIC-li.	sp|Q99LI2|CLCC1_MOUSE	Chloride channel CLIC-like protein 1  OS=Mus musculus (Mouse) GN=Clcc1 PE=1 SV=1	Q99LI2
Q8BZS9_Putative pre-mRNA-splici.	sp|Q8BZS9|DHX32_MOUSE	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32  OS=Mus musculus (Mouse) GN=Dhx32 PE=1 SV=2	Q8BZS9
Q8BFQ8_Glutamine amidotransfera.	sp|Q8BFQ8|GALD1_MOUSE	Glutamine amidotransferase-like class 1 domain-containing protein 1  OS=Mus musculus (Mouse) GN=Gatd1 PE=1 SV=1	Q8BFQ8
P50637_Translocator protein	sp|P50637|TSPO_MOUSE	Translocator protein  OS=Mus musculus (Mouse) GN=Tspo PE=1 SV=1	P50637
P70274_Selenoprotein P	sp|P70274|SEPP1_MOUSE	Selenoprotein P  OS=Mus musculus (Mouse) GN=Selenop PE=1 SV=3	P70274
Q9CXJ1_Probable glutamate--tRNA.	sp|Q9CXJ1|SYEM_MOUSE	Probable glutamate--tRNA ligase, mitochondrial  OS=Mus musculus (Mouse) GN=Ears2 PE=1 SV=1	Q9CXJ1
Q9CY73_39S ribosomal protein L4.	sp|Q9CY73|RM44_MOUSE	39S ribosomal protein L44, mitochondrial  OS=Mus musculus (Mouse) GN=Mrpl44 PE=1 SV=3	Q9CY73
O88876_Short-chain dehydrogenas.	sp|O88876|DHRS3_MOUSE	Short-chain dehydrogenase/reductase 3  OS=Mus musculus (Mouse) GN=Dhrs3 PE=1 SV=2	O88876
P97765_WW domain-binding protei.	sp|P97765|WBP2_MOUSE	WW domain-binding protein 2  OS=Mus musculus (Mouse) GN=Wbp2 PE=1 SV=1	P97765
Q9D2V7_Coronin-7	sp|Q9D2V7|CORO7_MOUSE	Coronin-7  OS=Mus musculus (Mouse) GN=Coro7 PE=1 SV=2	Q9D2V7
Q3TYX3_SET and MYND domain-cont.	sp|Q3TYX3|SMYD5_MOUSE	SET and MYND domain-containing protein 5  OS=Mus musculus (Mouse) GN=Smyd5 PE=1 SV=2	Q3TYX3
Q91W34_RUS1 family protein C16o.	sp|Q91W34|RUS1_MOUSE	RUS1 family protein C16orf58 homolog  OS=Mus musculus (Mouse) PE=1 SV=1	Q91W34
Q9JHJ0_Tropomodulin-3	sp|Q9JHJ0|TMOD3_MOUSE	Tropomodulin-3  OS=Mus musculus (Mouse) GN=Tmod3 PE=1 SV=1	Q9JHJ0
Q8C0K5_Graves disease carrier p.	sp|Q8C0K5|GDC_MOUSE	Graves disease carrier protein homolog  OS=Mus musculus (Mouse) GN=Slc25a16 PE=1 SV=1	Q8C0K5
Q9QYC7_Vitamin K-dependent gamm.	sp|Q9QYC7|VKGC_MOUSE	Vitamin K-dependent gamma-carboxylase  OS=Mus musculus (Mouse) GN=Ggcx PE=1 SV=1	Q9QYC7
Q8BIW1_Exopolyphosphatase PRUNE1	sp|Q8BIW1|PRUN1_MOUSE	Exopolyphosphatase PRUNE1  OS=Mus musculus (Mouse) GN=Prune1 PE=1 SV=1	Q8BIW1
P61148_Fibroblast growth factor.	sp|P61148|FGF1_MOUSE	Fibroblast growth factor 1  OS=Mus musculus (Mouse) GN=Fgf1 PE=1 SV=1	P61148
P97865_Peroxisomal targeting si.	sp|P97865|PEX7_MOUSE	Peroxisomal targeting signal 2 receptor  OS=Mus musculus (Mouse) GN=Pex7 PE=1 SV=1	P97865
Q61151_Serine/threonine-protein.	sp|Q61151|2A5E_MOUSE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform  OS=Mus musculus (Mouse) GN=Ppp2r5e PE=1 SV=3	Q61151
Q5SSH7_Zinc finger ZZ-type and .	sp|Q5SSH7|ZZEF1_MOUSE	Zinc finger ZZ-type and EF-hand domain-containing protein 1  OS=Mus musculus (Mouse) GN=Zzef1 PE=1 SV=2	Q5SSH7
P19221_Prothrombin	sp|P19221|THRB_MOUSE	Prothrombin  OS=Mus musculus (Mouse) GN=F2 PE=1 SV=1	P19221
Q9D820_Prolyl-tRNA synthetase a.	sp|Q9D820|PRXD1_MOUSE	Prolyl-tRNA synthetase associated domain-containing protein 1  OS=Mus musculus (Mouse) GN=Prorsd1 PE=1 SV=1	Q9D820
Q99KW3_TRIO and F-actin-binding.	sp|Q99KW3|TARA_MOUSE	TRIO and F-actin-binding protein  OS=Mus musculus (Mouse) GN=Triobp PE=1 SV=3	Q99KW3
P52479_Ubiquitin carboxyl-termi.	sp|P52479|UBP10_MOUSE	Ubiquitin carboxyl-terminal hydrolase 10  OS=Mus musculus (Mouse) GN=Usp10 PE=1 SV=3	P52479
P61079_Ubiquitin-conjugating en.	sp|P61079|UB2D3_MOUSE	Ubiquitin-conjugating enzyme E2 D3  OS=Mus musculus (Mouse) GN=Ube2d3 PE=1 SV=1	P61079
P31649_Sodium- and chloride-dep.	sp|P31649|S6A13_MOUSE	Sodium- and chloride-dependent GABA transporter 2  OS=Mus musculus (Mouse) GN=Slc6a13 PE=1 SV=1	P31649
Q6IRU5_Clathrin light chain B	sp|Q6IRU5|CLCB_MOUSE	Clathrin light chain B  OS=Mus musculus (Mouse) GN=Cltb PE=1 SV=1	Q6IRU5
Q9DC71_28S ribosomal protein S1.	sp|Q9DC71|RT15_MOUSE	28S ribosomal protein S15, mitochondrial  OS=Mus musculus (Mouse) GN=Mrps15 PE=1 SV=2	Q9DC71
P21279_Guanine nucleotide-bindi.	sp|P21279|GNAQ_MOUSE	Guanine nucleotide-binding protein G(q) subunit alpha  OS=Mus musculus (Mouse) GN=Gnaq PE=1 SV=4	P21279
Q9DAK9_14 kDa phosphohistidine .	sp|Q9DAK9|PHP14_MOUSE	14 kDa phosphohistidine phosphatase  OS=Mus musculus (Mouse) GN=Phpt1 PE=1 SV=1	Q9DAK9
Q8R3F5_Malonyl-CoA-acyl carrier.	sp|Q8R3F5|FABD_MOUSE	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial  OS=Mus musculus (Mouse) GN=Mcat PE=1 SV=3	Q8R3F5
Q8R317_Ubiquilin-1	sp|Q8R317|UBQL1_MOUSE	Ubiquilin-1  OS=Mus musculus (Mouse) GN=Ubqln1 PE=1 SV=1	Q8R317
Q8CCF0_U4/U6 small nuclear ribo.	sp|Q8CCF0|PRP31_MOUSE	U4/U6 small nuclear ribonucleoprotein Prp31  OS=Mus musculus (Mouse) GN=Prpf31 PE=1 SV=3	Q8CCF0
Q9D958_Signal peptidase complex.	sp|Q9D958|SPCS1_MOUSE	Signal peptidase complex subunit 1  OS=Mus musculus (Mouse) GN=Spcs1 PE=2 SV=3	Q9D958
O08715_A-kinase anchor protein .	sp|O08715|AKAP1_MOUSE	A-kinase anchor protein 1, mitochondrial  OS=Mus musculus (Mouse) GN=Akap1 PE=1 SV=4	O08715
Q9JJJ3_Aquaporin-9	sp|Q9JJJ3|AQP9_MOUSE	Aquaporin-9  OS=Mus musculus (Mouse) GN=Aqp9 PE=2 SV=1	Q9JJJ3
Q9QX60_Deoxyguanosine kinase, m.	sp|Q9QX60|DGUOK_MOUSE	Deoxyguanosine kinase, mitochondrial  OS=Mus musculus (Mouse) GN=Dguok PE=1 SV=3	Q9QX60
O54754_Aldehyde oxidase 1	sp|O54754|AOXA_MOUSE	Aldehyde oxidase 1  OS=Mus musculus (Mouse) GN=Aox1 PE=1 SV=2	O54754
Q9D154_Leukocyte elastase inhib.	sp|Q9D154|ILEUA_MOUSE	Leukocyte elastase inhibitor A  OS=Mus musculus (Mouse) GN=Serpinb1a PE=1 SV=1	Q9D154
Q8BGA9_Mitochondrial inner memb.	sp|Q8BGA9|OXA1L_MOUSE	Mitochondrial inner membrane protein OXA1L  OS=Mus musculus (Mouse) GN=Oxa1l PE=1 SV=1	Q8BGA9
B2RY56_RNA-binding protein 25	sp|B2RY56|RBM25_MOUSE	RNA-binding protein 25  OS=Mus musculus (Mouse) GN=Rbm25 PE=1 SV=2	B2RY56
Q9ESP1_Stromal cell-derived fac.	sp|Q9ESP1|SDF2L_MOUSE	Stromal cell-derived factor 2-like protein 1  OS=Mus musculus (Mouse) GN=Sdf2l1 PE=1 SV=2	Q9ESP1
Q7TSG5_SH3 domain-containing pr.	sp|Q7TSG5|SH321_MOUSE	SH3 domain-containing protein 21  OS=Mus musculus (Mouse) GN=Sh3d21 PE=1 SV=1	Q7TSG5
P70665_Sialate O-acetylesterase	sp|P70665|SIAE_MOUSE	Sialate O-acetylesterase  OS=Mus musculus (Mouse) GN=Siae PE=1 SV=3	P70665
Q8BSY0_Aspartyl/asparaginyl bet.	sp|Q8BSY0|ASPH_MOUSE	Aspartyl/asparaginyl beta-hydroxylase  OS=Mus musculus (Mouse) GN=Asph PE=1 SV=1	Q8BSY0
P56213_FAD-linked sulfhydryl ox.	sp|P56213|ALR_MOUSE	FAD-linked sulfhydryl oxidase ALR  OS=Mus musculus (Mouse) GN=Gfer PE=1 SV=2	P56213
Q99JY8_Phospholipid phosphatase.	sp|Q99JY8|PLPP3_MOUSE	Phospholipid phosphatase 3  OS=Mus musculus (Mouse) GN=Plpp3 PE=1 SV=1	Q99JY8
Q9CZT5_NULL	sp|Q9CZT5|VASN_MOUSE	NA	Q9CZT5
Q9DCU6_39S ribosomal protein L4.	sp|Q9DCU6|RM04_MOUSE	39S ribosomal protein L4, mitochondrial  OS=Mus musculus (Mouse) GN=Mrpl4 PE=1 SV=1	Q9DCU6
Q9JKF7_39S ribosomal protein L3.	sp|Q9JKF7|RM39_MOUSE	39S ribosomal protein L39, mitochondrial  OS=Mus musculus (Mouse) GN=Mrpl39 PE=1 SV=4	Q9JKF7
Q6P3D0_U8 snoRNA-decapping enzy.	sp|Q6P3D0|NUD16_MOUSE	U8 snoRNA-decapping enzyme  OS=Mus musculus (Mouse) GN=Nudt16 PE=1 SV=1	Q6P3D0
O55101_Synaptogyrin-2	sp|O55101|SNG2_MOUSE	Synaptogyrin-2  OS=Mus musculus (Mouse) GN=Syngr2 PE=2 SV=1	O55101
O88343_Electrogenic sodium bica.	sp|O88343|S4A4_MOUSE	Electrogenic sodium bicarbonate cotransporter 1  OS=Mus musculus (Mouse) GN=Slc4a4 PE=1 SV=2	O88343
Q61029_Lamina-associated polype.	sp|Q61029|LAP2B_MOUSE	Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma  OS=Mus musculus (Mouse) GN=Tmpo PE=1 SV=4	Q61029
Q64378_Peptidyl-prolyl cis-tran.	sp|Q64378|FKBP5_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP5  OS=Mus musculus (Mouse) GN=Fkbp5 PE=1 SV=1	Q64378
Q5FWK3_Rho GTPase-activating pr.	sp|Q5FWK3|RHG01_MOUSE	Rho GTPase-activating protein 1  OS=Mus musculus (Mouse) GN=Arhgap1 PE=1 SV=1	Q5FWK3
Q9DBS1_Transmembrane protein 43	sp|Q9DBS1|TMM43_MOUSE	Transmembrane protein 43  OS=Mus musculus (Mouse) GN=Tmem43 PE=1 SV=1	Q9DBS1
Q9CXW2_28S ribosomal protein S2.	sp|Q9CXW2|RT22_MOUSE	28S ribosomal protein S22, mitochondrial  OS=Mus musculus (Mouse) GN=Mrps22 PE=1 SV=1	Q9CXW2
Q60809_CCR4-NOT transcription c.	sp|Q60809|CNOT7_MOUSE	CCR4-NOT transcription complex subunit 7  OS=Mus musculus (Mouse) GN=Cnot7 PE=1 SV=1	Q60809
Q8BGS2_NULL	sp|Q8BGS2|BOLA2_MOUSE	NA	Q8BGS2
Q61490_CD166 antigen	sp|Q61490|CD166_MOUSE	CD166 antigen  OS=Mus musculus (Mouse) GN=Alcam PE=1 SV=3	Q61490
Q6IRU2_Tropomyosin alpha-4 chain	sp|Q6IRU2|TPM4_MOUSE	Tropomyosin alpha-4 chain  OS=Mus musculus (Mouse) GN=Tpm4 PE=1 SV=3	Q6IRU2
Q9R0A0_Peroxisomal membrane pro.	sp|Q9R0A0|PEX14_MOUSE	Peroxisomal membrane protein PEX14  OS=Mus musculus (Mouse) GN=Pex14 PE=1 SV=1	Q9R0A0
Q8VBT9_Tether containing UBX do.	sp|Q8VBT9|ASPC1_MOUSE	Tether containing UBX domain for GLUT4  OS=Mus musculus (Mouse) GN=Aspscr1 PE=1 SV=1	Q8VBT9
Q3U3R4_Lipase maturation factor.	sp|Q3U3R4|LMF1_MOUSE	Lipase maturation factor 1  OS=Mus musculus (Mouse) GN=Lmf1 PE=1 SV=1	Q3U3R4
Q9D1M4_Eukaryotic translation e.	sp|Q9D1M4|MCA3_MOUSE	Eukaryotic translation elongation factor 1 epsilon-1  OS=Mus musculus (Mouse) GN=Eef1e1 PE=1 SV=1	Q9D1M4
P83940_Elongin-C	sp|P83940|ELOC_MOUSE	Elongin-C  OS=Mus musculus (Mouse) GN=Eloc PE=1 SV=1	P83940
Q99PG2_Opioid growth factor rec.	sp|Q99PG2|OGFR_MOUSE	Opioid growth factor receptor  OS=Mus musculus (Mouse) GN=Ogfr PE=1 SV=1	Q99PG2
Q9JKY0_CCR4-NOT transcription c.	sp|Q9JKY0|CNOT9_MOUSE	CCR4-NOT transcription complex subunit 9  OS=Mus musculus (Mouse) GN=Cnot9 PE=1 SV=1	Q9JKY0
Q99LT0_Protein dpy-30 homolog	sp|Q99LT0|DPY30_MOUSE	Protein dpy-30 homolog  OS=Mus musculus (Mouse) GN=Dpy30 PE=1 SV=1	Q99LT0
Q8BM72_Heat shock 70 kDa protei.	sp|Q8BM72|HSP13_MOUSE	Heat shock 70 kDa protein 13  OS=Mus musculus (Mouse) GN=Hspa13 PE=1 SV=1	Q8BM72
P51175_Protoporphyrinogen oxida.	sp|P51175|PPOX_MOUSE	Protoporphyrinogen oxidase  OS=Mus musculus (Mouse) GN=Ppox PE=1 SV=1	P51175
Q9CZX0_Elongator complex protei.	sp|Q9CZX0|ELP3_MOUSE	Elongator complex protein 3  OS=Mus musculus (Mouse) GN=Elp3 PE=1 SV=1	Q9CZX0
Q505B7_Protein archease	sp|Q505B7|ARCH_MOUSE	Protein archease  OS=Mus musculus (Mouse) GN=Zbtb8os PE=1 SV=2	Q505B7
